,Rating,Review_Title,Review,Title_Sentiment,Title_Score,Review_Length,Review_Sentiment,Review_Score,Review_Summary
231,10.0, Strange Brews gone horribly wrong ,This movie is as likely to make you smile as it is to make you vomit. I'm so pleased with the people that made this movie. Ichi could give Rosie LeRose a what for and then some. Consider a double feature sometime and you might just thank me.,NEGATIVE,0.9996951818466187,241,POSITIVE,0.999605119228363,Ichi is a movie that is as likely to make you smile and vomit at the same time. Ichi could give Rosie LeRose a what for and then some. Consider a double feature sometime and you might just thank me for recommending this movie to you.
232,7.0, Argh  ,If you want to see something disturbing.. that's the movie. I can't give the gory details but it is... fascinating. Something different... why will you laugh while it is disturbing..    Movie to see  D,NEGATIVE,0.9591193199157715,201,POSITIVE,0.9996235370635986,"The movie is disturbing but fascinating. It's a movie to see if you want to see something different.    D   d   i   I can't give the gory details, but it is fascinating.  I don't want to laugh while it's disturbing. "
233,1.0, No redeeming qualities ,"I have no issues with gore in movies, but this entire movie was so pointless and stupid, I do not understand how people could enjoy it. You may say I missed the point, but the gore and torture scenes had no purpose except to shock in a juvenile way. Not for me.",NEGATIVE,0.9997326731681824,261,NEGATIVE,0.9997898936271667,"The movie was pointless and stupid. The gore and torture scenes had no purpose except to shock in a juvenile way for me. I have no issues with gore in movies, but I do not understand how people could enjoy this movie.      "
236,10.0, I cant say enough good things about this movie  ,"Take what you love from graphic novels and manga , combine it with stylish directing , an uncompromising look into sadism and masochism and give it a solid foundation and plot and you have Ichi the Killer.",POSITIVE,0.9984318614006042,205,POSITIVE,0.9998084902763367,Ichi the Killer is an uncompromising look into sadism and masochism. It's a combination of graphic novels and manga with stylish directing and a solid foundation and plot. It is based on Ichi's favourite books and manga. It has a strong plot and is set in the world of Ichi.
239,8.0, Weirdly good... ,"This movie is bizarre in a good way. The use of camera is amazing and out of the box. I was amazed with the way whole movie was shot. Some over the top killing, but may be that is how Mike wanted this movie to be made.",POSITIVE,0.999840497970581,218,POSITIVE,0.9992127418518066,"This movie is bizarre in a good way. The use of camera is amazing and out of the box. Some over-the-top killing may be how Mike wanted this movie to be made.    ""I was amazed with the way whole movie was shot. "
241,10.0, Violence galore ,Slick sick killa flick..nowt else to say ... watch and decide,NEGATIVE,0.9965550899505615,61,NEGATIVE,0.9950582981109619,"""Sick Killa Movie"" is a good flick, but it's not enough to tell you what to think about it, so watch it and decide for yourself. ""Sick"" is good, but not much else to say. ""Killer"" is not."
243,7.0, I think the manga itself is too grome i think mike did good job film considering the manga is banned. ,As your aware Takeshi Mike did light version of the manga since the manga itself is very dark too dark for people i think he did good job cutting stuff out from the mangasince got banned for good reason too,NEGATIVE,0.9984883069992065,206,NEGATIVE,0.9978031516075134,"Takeshi Mike did a light version of the manga. The manga is too dark for some people, but he did a good job cutting stuff out from the mangasince it got banned for good reason too.   i think he did good job since the manga itself is very dark."
244,10.0, A must see. Ichi The Killer and Takashi Miike deliver    ,"Ichi the Killer is an intriguing story peppered with some of the most memorable characters since ""Sharkskin Man and Peach Hip Girl"" . Moreover, couple this with absolutely jaw dropping violent scenes, creative direction and you have a must see movie that delivers in every way. Trust me when I say, all other movies you will see after it will be undoubtedly measured against it.",POSITIVE,0.999576985836029,378,POSITIVE,0.9997410178184509,"Ichi the Killer is an intriguing story peppered with some of the most memorable characters since ""Sharkskin Man and Peach Hip Girl"". It is a must see movie that delivers in every way. All other movies you will see after it will be measured against it."
251,10.0," Yummy, yummy... possible SPOILER ","10 gold stars for Tadanobu Asano AKA Kakihara, this was an awesome example of yakuza genre films. Yes, yes, there's a lot of gore and psychosis, however, if you know this genre, could you expect anything else ",POSITIVE,0.9942429661750793,209,POSITIVE,0.9996318817138672,"Tadanobu Asano AKA Kakihara got 10 gold stars for his performance in a yakuza genre film. There's a lot of gore and psychosis, but if you know this genre, you can expect nothing else.     "
253,4.0," Sadistic, splattery but not very funny ","Allright, this was definitely not the worst film shown on the Stockholm Film Festival and as a film in it's department it gives what it promises  blood, more blood, some more blood, spectacular gore scenes and even more spectacular characters. However again, it seems as if the point of making film has turned from storytelling to an attempt to gross out the viewers. And when all the viewers are used to splatter and gore, it's difficult to make something so revolting so as to go beyond even their limits.",NEGATIVE,0.9997300505638123,507,NEGATIVE,0.9990872144699097,"The film was shown on the Stockholm Film Festival. It was not the worst film, but the point of making a film has turned from storytelling to grossing out the viewers. The viewers are used to splatter and gore, so it's difficult to go beyond their limits."
254,, I feel like a bad person. ,I only watched half of Ichi the Killer. I feel like a terrible person for watching more than six seconds of it.,NEGATIVE,0.9997730851173401,111,NEGATIVE,0.9993425011634827,"I only watched half of Ichi the Killer and I feel like a terrible person for watching more than six seconds of it, because I only saw half of it. I feel terrible for watching that much of a movie. I only watched six seconds.  "
255,7.0, Stylistically better as an anime... ,"The themes of gratuitous gore and excessive and perverse sexual fantasy are realms I always felt better left to the animes. With live action there is a level of realism that no amount of camp can overcome. The end result comes across as overtly shocking and completely unnecessary. But I say this in the best sense of the word, because the reality is, I appreciate film makers such as this pushing the boundaries of film.",POSITIVE,0.9928857684135437,421,POSITIVE,0.6953064203262329,"The themes of gratuitous gore and excessive and perverse sexual fantasy are better left to the animes. With live action there is a level of realism that no amount of camp can overcome. The end result comes across as overtly shocking and completely unnecessary, but I appreciate film makers pushing the boundaries of film."
256,8.0, THIS MOVIE IS SICKENING AND GREAT ,"Ichi the killer is one of the sickest and most disgusting movies I ever saw.Loaded with great visual and special effects for its time ,the movie is an action packed Japanese gangster movie that keeps your wanting more.My friends were talking about this movie back in the day ,I didn't get to watch it u til recently and I'm glad I didn't see it till now because it's a sick and perverted movie lol",POSITIVE,0.9998295307159424,397,POSITIVE,0.9936246871948242,Ichi the killer is one of the sickest and most disgusting movies I've ever seen. The movie is an action packed Japanese gangster movie that keeps your wanting more. My friends were talking about this movie back in the day but I didn't get to watch it until recently.
257,, The comic is better... I mean... Much better... ,"when I saw this movie for the first time... I tell myself  ""This is the coolest yakuza things I've never seen politics""... With so much twisted plot and humors... And the tension is build up pretty nice...",NEGATIVE,0.6603574752807617,205,POSITIVE,0.9997982382774353,"""This is the coolest yakuza movie I've never seen before. With so much twisted plot and humors... And the tension is build up pretty nice.""    ""When I saw this movie for the first time, I tell myself  ""This is one of the coolest movies I've ever seen politics"". "
258,4.0," Gore fest, plot is shoddy, directing is nice ","  The opening is awesomely done and is a good sample of some cool directing moments that happen throughout the movie. You can expect good editing and exciting camera angles during action scenes. Kakihara's character is very well designed, with the scars, piercings and choice of flashy clothing. It is visually a pretty well made movie.",POSITIVE,0.9686658978462219,336,POSITIVE,0.9998602867126465,"The opening is awesomely done. Kakihara's character is very well designed, with the scars, piercings and choice of flashy clothing. Good editing and exciting camera angles during action scenes make the movie visually well made.   The opening is a good sample of some cool directing moments."
262,9.0, top ,"Sheeee from now one I am sticking with the Asian horror, that's some serious skull FN.",POSITIVE,0.9997069239616394,86,NEGATIVE,0.9611872434616089,"From now on, FN is going to watch Asian horror movies.    - sheeee from now one she is sticking with the Asian horror. Sheeee   from now on she's sticking with Asian horror films.  Sheee ef "
263,8.0, WOW Great Characters Good Writing A little long Slightly Graphic ,"This film is definitely oe of the most disturbing films I have ever seen next to Baise Moi. It is so violent that the only reaction you can have is to laugh at the horrific deaths and disturbing torture scenes.  I need to say that athough the content is not my favorite the cinematography, digital effects and character development is great.  A must see for writers of the abnorm.  One last thing, if you think DEAD ALIVE is funny you will laugh yourself in half at this one.",POSITIVE,0.9997532963752747,475,NEGATIVE,0.9646481275558472,"""Dead Alive"" is one of the most disturbing films I have ever seen. The cinematography, digital effects and character development are great. If you think ""Dead Alive's"" humour is funny, you will laugh yourself in half at this one.  "
264,, Welcomed uncomfortableness. ,"Ichi the Killer is not for the faint at heart. Grotesque images and taboo themes continuously flood the screen. Miike wants to make the audience feel uncomfortable and he is successful at doing so. Through a very stylized film and the addition of comic elements, the feeling of uncomfortableness is part of the experience.",POSITIVE,0.9940553903579712,322,POSITIVE,0.9993875026702881,Ichi the Killer is not for the faint at heart. Grotesque images and taboo themes flood the screen. Miike wants to make the audience feel uncomfortable and he is successful at doing so through a stylized film and the addition of comic elements. The feeling of discomfort is part of the experience.
266,, totally over the top ,"I loved miike s recent outbursts like AUDITION, DEAD OR ALIVE, or VISITOR Q, but this one really takes the cake. it s a mindless romp that only affects your stomach, which is sad for it could have been a real gut wrenching chiller. the gore hounds will love it but they are easily satisfied anyway. a film for nerds or for those who want to become one.",POSITIVE,0.9610311388969421,352,NEGATIVE,0.7744297385215759,"""Visitor Q"" is a mindless romp that only affects your stomach. The gore hounds will love it but they are easily satisfied anyway. It's a film for nerds or for those who want to become one. ""VisitorQ"" could have been a real gut-wrenching chiller."
267,," Ketchup on sale in Japan, people it's freakin movie  ",who remembers Bad Taste or Braindead by Peter Jackson ,NEGATIVE,0.5455282926559448,54,NEGATIVE,0.9994162321090698,"Peter Jackson's Bad Taste or Braindead by Peter Jackson is one of his best-known works.    .   ""Braindead"" is about the music of Peter Jackson. ""Bad Taste"" is a collection of songs by him. ""Brain Dead"" is an album with songs by Jackson. "
270,8.0, The strange fascination of stylish violence ,Apart from the disgusting ear scene in Reservoir Dogs I've never seen something as violent as Ichi the Killer before. I am not at all into splatter movies like Braindead but Ichi the Killer's stylish violence inflicted a strange fascination on me.,POSITIVE,0.989791214466095,247,NEGATIVE,0.5771589875221252,"Ichi the Killer is a violent movie. Ichithekiller.com is not a fan of splatter movies like Braindead, but Ichi's stylish violence held a strange fascination for him.   He hasn't seen anything as violent as Reservoir Dogs before."
274,9.0, Good as much as the manga ,It doesn t have all interesting concept from the manga.,POSITIVE,0.9998419284820557,55,NEGATIVE,0.9996591806411743,"""It doesn't have all interesting concept from the manga. It's not very interesting. It has some interesting concepts from the Manga. It doesn't offer all interesting concepts. It is not a very interesting concept. It does not offer interesting concept.""  "
275,, of course viewers talk about the violence... ,"...This film is about violence. About giving and receiving pain. I do really think this film HAS something to say about violence and thus is not pointless. What make people react badly to it is that the movie itself does not seem to condamn violence. But it is so gruesome that I don't think it sees violence as a good thing either. And yes this film is funny too. It is definitely for extreme viewers, but not that much. I've friends who've been disappointed, for they've been too much warned, so...",POSITIVE,0.5098228454589844,500,NEGATIVE,0.9059436917304993,"""This film is about giving and receiving pain. It is definitely for extreme viewers, but not that much. I've friends who've been disappointed, for they've been too much warned, so they haven't enjoyed it as much as they should have. "
276,7.0," Visually beautiful, but not as psychological as fans make it out to be ","You've probably heard about the violence or how the movie is ""totally     ed up"" or some such thing. If you can turn your moral sense off and remember it's only a movie, you'll find the violence either really beautiful or really funny. Regardless, you have to give credit to this film as a visual masterpiece.",POSITIVE,0.9980942606925964,309,POSITIVE,0.9885531663894653,"""The Matrix"" is a visual masterpiece. The violence is either beautiful or funny, depending on how you look at it, but it's not to be taken seriously if you can turn your moral sense off and remember it's only a movie, and you can enjoy it for what it's worth."
281,10.0," Weird, clever and beautiful ",I had always wanted to check out a Takeshi Miike film and this brutally violent thriller was my first.,POSITIVE,0.9998819828033447,102,POSITIVE,0.9980620741844177,"Takeshi Miike's ""The Interview"" was my first film by the Japanese director. It's a brutally violent thriller. It was a film I had always wanted to see. It is also my first Takeshi Miikes film. It has been released in Japan. "
282,5.0, A critic proof movie  ,"I wanted to destroy Ichi the Killer, because I was tortured by the gallons of blood and the tons of bowels purred inside my TV. But the filming (absolute style), the main villain (the blond one, that even scare me when I first saw the DVD box in a video store) and the way I was shocked, against common sense and sanity, made my conclude that I was a another victim of this film.",POSITIVE,0.9996463060379028,379,NEGATIVE,0.9893845915794373,"""Ichi the Killer"" is a horror film with gallons of blood and tons of bowels purred inside the TV screen. The main villain, the blond one, scared the author when he first saw the DVD box in a video store. He concluded that he was a victim of the film."
283,, Starts promising but does not deliver in the end ,  SPOILERS AHEAD  ,NEGATIVE,0.9992179870605469,18,POSITIVE,0.9955387711524963,"WARNING: GRAPHIC SPOILER ALERT.   ""The Walking Dead"" is going to get spoilery soon. ""The Hobbit"" is getting closer to the end.  ""Jurassic World"" is about to get even more spoilery."
284,8.0, Great  ,"Ichi the Killer is a very good entertainment with a very simple story  The gang members are looking for the killer of their leader, during this time the killer continues to make trouble. The film contains a lot of thing rarely seen all combined together  gore, gangster, humor, weirdness, torture, porn and rape. Not easy to make a good movie with all these aspects combined together but Miike is doing it handily ",POSITIVE,0.9998630285263062,414,POSITIVE,0.9995984435081482,"Ichi the Killer is a very good entertainment with a simple story. The gang members are looking for the killer of their leader. The film contains a lot of things rarely seen all combined together, gore, gangster, humor, weirdness, torture, porn and rape."
286,6.0, No hate here but.... ,"It's great if you love gory movies which I happen to enjoy. Even when I thought it was over it wasn't even half way threw  The thing I think the thing that movies are trending to is not introducing characters slowly. They dont say a name   expect you to know who ""hunter"" is which was the case for this movie. When did they mention ""suziki""  Besides that the plot was very strange with little to no explanation   minor weirdness if you like gore this movie wii do you good",POSITIVE,0.9906659722328186,472,NEGATIVE,0.8757020235061646,"The movie is great if you love gory movies. The plot was strange with little to no explanation, but if you like gore this movie wii will do you good. The thing movies are trending to is not introducing characters slowly and expect you to know who ""hunter"" is."
290,9.0, Amazingly insane ,"I am from a special group, which look for this kind of movies. The first time I'd watched it I was just sure there was a lot of inspiration hidden somewhere in movie space. I mean all the plot was incredibly done, with all the insane Ichi's mind (together to Miike's).",POSITIVE,0.9943138360977173,268,POSITIVE,0.9791334271430969,"The plot of ""Ichi"" is incredibly well done. Ichi's mind and Miike's mind are the main inspirations of the movie. I am from a special group which looks for this kind of movies.    ""i'm sure there was a lot of inspiration hidden somewhere in movie space""."
293,5.0, a lame spectacle ,"The violence is comic book, a lot like ""Story of Ricky"". Unlike Ricky, a solid 5.0 movie, there isn't much slapstick or humor in the violence  however, it's not really disturbing either.",NEGATIVE,0.99958735704422,186,NEGATIVE,0.9965254664421082,"""Story of Ricky"" is a solid 5.0 movie. There isn't much slapstick or humor in the violence, but it's not disturbing either. The violence is comic book, a lot like ""Ricky"". It's not as bad as ""Story of Rylen""."
294,8.0, Beautiful  ,Beautiful movie. Very intense scenes. Good actors and good script. Hard to keep up with tough.. this is a movie you should see twice to get the final pieces to fall on place. Its worth it ,POSITIVE,0.9998807907104492,188,POSITIVE,0.9998353719711304,Beautiful movie. Good actors and good script. Hard to keep up with tough scenes. You should see it twice to get the final pieces to fall on place.    It's worth it.  It is a movie you should see twice to see it.
295,, Great..... and gory. ,"Great, gory ... Japanese..",POSITIVE,0.9998804330825806,26,POSITIVE,0.9997876286506653,"It's great, gory in Japanese. It's great and gory, but not very interesting. It is very different from American movies. It has a lot of gore. It doesn't appeal to the general public. It isn't very interesting to the audience."
296,7.0, Good evil  ,"The interesting thing about this film is the amorality of it. The two characters who battle are both psychopaths of different stripes, and although we feel some kind of sympathy for Ichii, he's hard to respect because he's such a coward.",POSITIVE,0.999616265296936,237,NEGATIVE,0.8843434453010559,"The interesting thing about this film is the amorality of it. The two characters who battle are both psychopaths of different stripes. We feel some sympathy for Ichii, but he's hard to respect because he's such a coward. He's a psychopath."
301,10.0, A great family film you'll never forget  ,"This is one of my favorite movies of all time. It is so beautiful and romantic in an absolutely non icky way, and perfect for all ages. It shows a humans kindness in a whole new lighting.",POSITIVE,0.9998660087585449,187,POSITIVE,0.9998825788497925,This is one of my favorite movies. It is beautiful and romantic in an absolutely non icky way. It shows a humans kindness in a whole new lighting. It's a movie for all ages. It was made in 1940s. It has a lot of romantic elements. 
302,, Brilliant work ,Greetings ,POSITIVE,0.9998651742935181,10,POSITIVE,0.9990761280059814,Greeting to you from Greeting Greeter Greetings. Greetings from Greetings Greeters.    Greetings greeter g greeter greet er greeter. G greeter e greeter  G greet er e e mail.
304,9.0, Masterpiece Of Gore ,The blackest humor of violence. It has a very deep dark humor. It is very difficult to create this in movies like this.,NEGATIVE,0.9866460561752319,119,NEGATIVE,0.6765799522399902,"""It has a very deep dark humor. It is very difficult to create this in movies like this. The blackest humor of violence is very hard to create in a movie like this.""    ""It has the blackest humour of violence. "
305,10.0, 10 10 ,Amazingly funny and horrific  There's a complete artistic side to it and I love it ,POSITIVE,0.9572210907936096,83,POSITIVE,0.9998537302017212,"There's a complete artistic side to it and I love it. It's amazingly funny and horrific at the same time, as well as artistic and horrific.  It's a mixture of the two things.  I find it both funny and disturbing.  "
310,7.0, To the extreme and beyond. ,"I watched the movie tonight with a few friends in the cinema, as it was the premiere of Ichi the killer on the International Movie Festival of Rotterdam 2002. The director Miike and one of the main actors Asano (Kakihara) gave the audience a few insights during a live interview. The director said that he would be satisfied that if half of the audience would last till the end of the movie. Though I saw some people leaving after the first gore scenes, mostly people remained seated during the whole movie.",POSITIVE,0.9916468858718872,507,POSITIVE,0.8900138139724731,Ichi the killer was the premiere of the International Movie Festival of Rotterdam 2002. The director Miike and one of the main actors Asano (Kakihara) gave the audience a few insights during a live interview. Most people stayed seated during the whole movie.
311,, Ichi and Scratchy ,"Don't watch if you are offended by    rape   torture   mass murder   mutilation   sexual violence That warning aside, with the right frame of mind it's a riot.  I found it a little hard to watch, but after a while it becomes pretty desensitizing.",POSITIVE,0.9922446608543396,246,NEGATIVE,0.9984211921691895,"After a while it becomes desensitizing to watch this kind of content.    If you are offended by sexual violence, don't watch it. If you have the right frame of mind, it's a riot, but after a certain point it's hard to watch."
312,8.0, Worth a watch  ,"This is a very fun and movie. I would recommend, 8 10 ",POSITIVE,0.9998763799667358,54,POSITIVE,0.9998517036437988,This is a very fun and movie. I would recommend it to 8 to 10 people. It's a good movie.    It's good fun.  It is a good film. It’s a very good movie that I recommend. 
318,, A little piece of genius when taken as a whole  ,"This film is great.  The scripting of this collision course of the ultimate sadist and the ultimate masochist provides the perfect canvas for Miike to present, in my opinion, a fantastic manga to film conversion.",POSITIVE,0.9996975660324097,212,POSITIVE,0.9997735619544983,"""This film is great. The script of this collision course of the ultimate sadist and the ultimate masochist provides the perfect canvas for Miike to present, in his opinion, a fantastic manga to film conversion.    ""This movie is great"". "
321,8.0," Fun,Dark,Exciting,Violent, ","I will keep this review short, but after watching this film a large amount of times it is still as fun and exciting as when I first discovered it. I understand it may not be for every one but there's a certain charm to it for me and I generally appreciate miike's style of direction. If you watch this film with an open mind and don't take it seriously I think most people will have a good time.",POSITIVE,0.9998462200164795,395,POSITIVE,0.9998602867126465,"After watching the film many times, I still find it as fun and exciting as when I first discovered it. I understand it may not be for every one but there's a certain charm to it for me and I generally appreciate miike's style of direction. "
322,7.0, Sickest movie ever    ,This film by Takashi Miike is by far the worst best bloodiest movie I've ever seen.,NEGATIVE,0.999496579170227,83,NEGATIVE,0.9992687106132507,The film by Takashi Miike is by far the worst and bloodiest movie I've ever seen.    It's a horror movie. It's very violent and violent. It is a horror film. It has a lot of blood. it is very violent. 
323,8.0, I've Seen Better ,"This wasn't a bad film. Not even close. However, it was much anticipated. I've come across this film on many Amazon lists in the same category of so called ""disturbing"" films that are not to miss.",NEGATIVE,0.6847849488258362,196,POSITIVE,0.9894621968269348,"This film was much anticipated. It wasn't a bad film, but it was not to be missed.   It's in the same category of so called ""disturbing"" films that are not to miss on Amazon lists. It's not a film that you should miss."
